failed_logins,requests_per_minute,records_accessed,unique_endpoints,session_duration_min,device_changes,error_rate,unusual_access_time,endpoint_enumeration,attack_label
11,350,56,44,6,2,0.276,1,1,suspicious_data_access
22,55,4,4,10,1,0.475,1,1,brute_force
15,188,60,29,2,3,0.378,1,1,suspicious_data_access
0,17,3,2,46,0,0.024,0,0,benign
1,9,3,3,31,0,0.003,0,0,benign
35,67,9,4,8,1,0.583,1,0,brute_force
8,109,42,23,18,1,0.107,0,1,reconnaissance
2,10,1,7,18,0,0.004,0,0,benign
0,3,3,7,37,0,0.003,0,0,benign
2,17,2,4,15,0,0.006,0,0,benign
14,149,15,24,19,1,0.174,1,1,reconnaissance
0,12,4,2,21,0,0.001,1,0,benign
2,9,3,4,23,0,0.014,0,0,benign
9,104,14,24,10,1,0.251,1,1,reconnaissance
2,15,4,4,29,0,0.049,0,0,benign
3,18,2,5,15,0,0.002,0,0,benign
1,10,2,3,32,0,0.0,0,0,benign
0,11,1,4,13,0,0.009,0,0,benign
3,133,22,18,13,1,0.08,1,1,reconnaissance
0,10,2,4,31,0,0.003,1,0,benign
0,12,1,3,32,0,0.012,0,0,benign
0,4,4,4,52,0,0.002,0,0,benign
34,45,14,7,5,1,0.502,1,0,brute_force
0,20,1,1,25,0,0.006,1,0,benign
17,130,13,25,6,1,0.119,1,1,reconnaissance
0,3,3,3,12,0,0.031,0,0,benign
0,3,3,4,30,0,0.016,0,0,benign
13,60,14,29,16,1,0.214,1,1,reconnaissance
55,43,5,5,14,2,0.461,0,0,brute_force
0,8,2,2,33,0,0.03,0,0,benign
12,118,25,16,11,1,0.151,1,1,reconnaissance
57,59,18,8,3,2,0.669,1,1,brute_force
0,10,4,4,26,0,0.025,0,0,benign
10,240,57,24,2,3,0.228,1,1,suspicious_data_access
9,101,23,17,20,2,0.242,1,1,reconnaissance
0,12,4,2,29,0,0.03,0,0,benign
14,109,20,26,9,2,0.19,1,1,reconnaissance
9,102,14,19,16,1,0.174,1,1,reconnaissance
0,11,1,3,34,0,0.001,0,0,benign
12,88,21,13,17,1,0.187,0,1,reconnaissance
44,54,12,3,3,1,0.42,1,1,brute_force
46,25,13,7,3,0,0.694,0,0,brute_force
14,181,18,18,22,1,0.237,0,1,reconnaissance
0,7,2,4,12,0,0.006,0,0,benign
7,199,34,20,18,2,0.08,0,1,reconnaissance
10,81,32,22,19,2,0.154,0,1,reconnaissance
15,333,129,28,8,2,0.319,1,1,suspicious_data_access
0,5,1,5,27,0,0.024,0,0,benign
33,56,10,4,9,2,0.454,1,1,brute_force
0,5,1,2,45,0,0.004,0,0,benign
0,16,4,3,11,0,0.008,0,0,benign
8,151,11,19,10,1,0.154,1,1,reconnaissance
0,15,3,3,37,0,0.007,0,0,benign
0,14,1,3,17,0,0.003,0,0,benign
0,12,3,4,31,0,0.014,1,0,benign
55,59,13,8,5,0,0.509,1,0,brute_force
0,17,3,3,10,1,0.006,0,0,benign
16,308,140,22,3,2,0.341,1,1,suspicious_data_access
0,13,1,5,25,0,0.003,0,0,benign
1,15,5,5,28,1,0.01,0,0,benign
1,9,3,5,31,0,0.011,0,0,benign
16,358,164,29,5,4,0.306,1,1,suspicious_data_access
33,76,8,8,14,2,0.415,1,0,brute_force
0,10,3,4,37,0,0.025,0,0,benign
0,9,4,6,30,0,0.009,1,0,benign
2,3,3,3,22,0,0.012,0,0,benign
37,58,7,6,8,1,0.439,1,0,brute_force
12,190,20,13,14,2,0.227,0,1,reconnaissance
30,63,17,4,7,2,0.628,1,0,brute_force
0,8,1,1,13,0,0.038,1,0,benign
1,18,2,3,34,0,0.01,0,0,benign
0,8,2,2,10,0,0.001,0,0,benign
0,4,3,4,28,0,0.045,0,0,benign
22,51,4,5,10,2,0.554,0,0,brute_force
68,46,9,4,5,1,0.389,1,0,brute_force
60,60,8,7,9,0,0.517,1,1,brute_force
0,14,3,3,35,0,0.017,0,0,benign
0,17,2,4,28,0,0.041,0,0,benign
0,9,1,5,14,1,0.049,0,0,benign
55,43,4,7,6,1,0.393,0,1,brute_force
0,4,1,4,37,0,0.012,0,0,benign
15,123,21,10,12,1,0.168,0,1,reconnaissance
4,225,102,33,5,2,0.325,1,1,suspicious_data_access
0,14,6,4,47,0,0.008,0,0,benign
50,47,13,10,8,1,0.512,1,0,brute_force
1,16,1,3,36,0,0.02,0,0,benign
39,70,4,6,7,1,0.487,1,0,brute_force
4,159,16,18,15,2,0.196,1,1,reconnaissance
68,80,15,5,13,1,0.411,0,0,brute_force
0,17,2,5,17,0,0.013,0,0,benign
2,13,1,2,44,1,0.049,0,0,benign
1,8,2,7,22,0,0.005,0,0,benign
2,12,1,2,22,0,0.006,0,0,benign
0,11,1,2,33,1,0.017,0,0,benign
9,256,112,27,4,3,0.317,0,1,suspicious_data_access
1,7,5,1,27,0,0.011,0,0,benign
48,64,14,5,4,2,0.495,1,0,brute_force
0,12,1,3,37,0,0.016,0,0,benign
41,43,15,3,5,1,0.461,1,0,brute_force
0,9,1,2,29,0,0.014,0,0,benign
0,15,2,1,52,0,0.009,0,0,benign
73,41,9,6,6,1,0.642,0,0,brute_force
14,96,16,29,11,2,0.217,1,1,reconnaissance
11,113,11,11,24,2,0.124,0,1,reconnaissance
14,289,63,28,3,2,0.369,1,1,suspicious_data_access
0,6,3,4,38,0,0.022,0,0,benign
0,3,2,3,40,0,0.004,0,0,benign
14,311,97,26,6,2,0.268,0,1,suspicious_data_access
54,54,7,9,8,1,0.541,0,0,brute_force
9,233,128,27,4,3,0.272,1,1,suspicious_data_access
4,79,24,10,12,1,0.211,1,1,reconnaissance
16,173,26,15,11,1,0.139,1,1,reconnaissance
0,12,2,3,46,0,0.034,0,0,benign
77,49,10,6,11,1,0.657,1,0,brute_force
23,63,11,6,5,1,0.583,1,0,brute_force
1,8,4,4,21,0,0.006,0,0,benign
2,12,4,5,21,0,0.01,0,0,benign
14,285,127,18,7,2,0.214,1,1,suspicious_data_access
1,8,2,3,36,0,0.003,0,0,benign
2,11,3,4,20,0,0.001,0,0,benign
1,15,4,4,15,0,0.01,0,0,benign
10,245,50,38,7,2,0.252,1,1,suspicious_data_access
1,6,2,5,37,0,0.022,0,0,benign
0,10,3,2,21,0,0.05,0,0,benign
1,14,2,4,31,0,0.005,0,0,benign
0,6,2,3,35,0,0.003,0,0,benign
2,14,1,2,19,0,0.008,0,0,benign
65,52,8,7,7,1,0.422,0,0,brute_force
1,6,4,1,41,0,0.037,0,0,benign
10,139,30,14,12,2,0.181,1,1,reconnaissance
0,6,3,3,32,0,0.004,0,0,benign
0,18,3,5,18,0,0.005,0,0,benign
31,31,13,3,11,1,0.391,0,0,brute_force
15,227,135,34,3,2,0.193,1,1,suspicious_data_access
11,239,50,45,5,3,0.233,1,1,suspicious_data_access
0,18,1,3,22,0,0.001,0,0,benign
8,215,113,38,5,4,0.305,0,1,suspicious_data_access
14,199,138,28,3,2,0.192,1,1,suspicious_data_access
6,324,103,18,5,3,0.289,1,1,suspicious_data_access
0,6,4,4,31,0,0.014,0,0,benign
0,23,2,5,46,0,0.004,0,0,benign
48,25,20,6,7,2,0.437,1,0,brute_force
13,249,144,34,3,2,0.416,1,1,suspicious_data_access
17,133,23,20,16,2,0.176,0,1,reconnaissance
40,53,15,7,9,2,0.533,1,0,brute_force
17,413,73,30,7,3,0.26,1,1,suspicious_data_access
4,236,50,24,6,2,0.296,1,1,suspicious_data_access
16,98,18,19,10,1,0.171,1,1,reconnaissance
49,44,11,5,11,0,0.563,1,1,brute_force
0,7,2,4,33,0,0.011,0,0,benign
3,90,18,17,11,1,0.226,1,1,reconnaissance
1,11,3,5,16,0,0.0,0,0,benign
0,8,2,4,33,0,0.016,0,0,benign
3,147,20,21,11,1,0.212,1,1,reconnaissance
1,20,3,2,27,0,0.008,0,0,benign
11,182,15,21,15,1,0.245,1,1,reconnaissance
18,421,115,30,4,3,0.346,1,1,suspicious_data_access
8,98,29,15,15,1,0.188,0,1,reconnaissance
0,22,1,4,34,1,0.001,0,0,benign
8,150,10,10,10,1,0.107,1,1,reconnaissance
15,80,14,14,20,2,0.28,1,1,reconnaissance
1,17,4,5,30,0,0.028,0,0,benign
11,145,15,19,12,1,0.173,0,1,reconnaissance
0,9,3,5,22,0,0.02,0,0,benign
0,6,2,4,26,0,0.009,0,0,benign
0,4,4,4,35,0,0.007,0,0,benign
44,44,9,8,3,1,0.569,0,0,brute_force
0,12,1,3,35,1,0.046,1,0,benign
10,137,14,15,10,1,0.137,1,1,reconnaissance
0,5,3,8,32,0,0.044,0,0,benign
39,51,4,3,9,0,0.428,1,0,brute_force
7,334,80,18,7,3,0.244,1,1,suspicious_data_access
5,96,19,27,14,1,0.263,1,1,reconnaissance
0,9,3,4,34,0,0.022,0,0,benign
56,65,7,4,10,2,0.353,0,0,brute_force
9,310,141,31,5,3,0.251,1,1,suspicious_data_access
0,19,1,3,13,0,0.001,0,0,benign
10,124,8,19,18,2,0.237,0,1,reconnaissance
5,237,87,35,7,3,0.321,1,1,suspicious_data_access
0,10,3,1,40,0,0.014,0,0,benign
0,14,3,2,32,0,0.001,0,0,benign
16,85,9,25,18,1,0.202,1,1,reconnaissance
0,14,3,7,46,0,0.022,0,0,benign
0,7,2,2,32,0,0.018,0,0,benign
0,3,3,4,22,0,0.017,0,0,benign
2,9,1,1,31,0,0.014,0,0,benign
0,8,2,5,29,0,0.005,0,0,benign
0,10,1,1,30,0,0.001,0,0,benign
10,232,109,23,5,4,0.387,1,1,suspicious_data_access
8,189,13,19,14,1,0.23,1,1,reconnaissance
9,130,24,13,11,1,0.097,1,1,reconnaissance
0,13,1,4,46,0,0.011,0,0,benign
7,100,17,14,17,2,0.193,0,1,reconnaissance
45,48,10,3,3,1,0.542,1,0,brute_force
7,83,9,22,14,1,0.191,0,1,reconnaissance
10,368,107,30,5,4,0.317,1,1,suspicious_data_access
16,245,123,20,7,2,0.35,1,1,suspicious_data_access
3,150,23,19,15,1,0.146,0,1,reconnaissance
15,445,69,24,10,2,0.314,1,1,suspicious_data_access
0,13,4,3,31,0,0.018,0,0,benign
0,8,4,1,32,0,0.01,0,0,benign
7,100,14,23,12,1,0.203,1,1,reconnaissance
11,124,10,11,13,2,0.184,1,1,reconnaissance
3,7,1,4,33,0,0.007,0,0,benign
0,13,4,4,13,0,0.016,0,0,benign
1,5,3,3,11,1,0.004,0,0,benign
0,14,1,3,21,0,0.024,0,0,benign
37,44,14,4,9,2,0.403,0,0,brute_force
8,144,25,18,14,1,0.134,1,1,reconnaissance
0,9,2,4,37,0,0.031,0,0,benign
2,7,7,2,26,0,0.005,0,0,benign
69,54,9,5,5,1,0.547,0,0,brute_force
0,10,4,3,23,0,0.018,1,0,benign
29,61,6,5,3,1,0.75,1,0,brute_force
12,325,91,25,6,4,0.234,1,1,suspicious_data_access
0,12,5,3,34,0,0.002,0,0,benign
0,6,1,4,46,0,0.023,0,0,benign
2,9,2,4,28,0,0.005,0,0,benign
7,246,104,22,4,3,0.276,1,1,suspicious_data_access
1,9,1,4,34,0,0.005,0,0,benign
0,5,3,2,16,0,0.006,0,0,benign
0,3,3,4,34,0,0.002,0,0,benign
1,10,5,3,32,1,0.021,0,0,benign
7,153,16,10,10,1,0.208,0,1,reconnaissance
1,11,1,4,41,0,0.013,0,0,benign
49,47,4,9,9,2,0.342,1,0,brute_force
12,60,17,10,8,1,0.136,1,1,reconnaissance
0,10,2,3,28,0,0.013,0,0,benign
0,16,1,4,32,1,0.005,0,0,benign
14,118,22,19,5,1,0.101,1,1,reconnaissance
42,39,13,5,3,2,0.28,1,0,brute_force
0,21,5,6,39,0,0.005,0,0,benign
0,16,1,4,26,1,0.003,0,0,benign
12,86,12,13,13,1,0.169,0,1,reconnaissance
8,111,18,23,13,2,0.297,1,1,reconnaissance
8,200,22,19,15,1,0.201,0,1,reconnaissance
13,277,50,33,3,3,0.251,1,1,suspicious_data_access
0,17,6,4,31,1,0.044,0,0,benign
38,41,13,8,4,2,0.413,1,0,brute_force
22,42,13,9,10,2,0.567,1,1,brute_force
0,10,1,2,54,0,0.009,0,0,benign
0,11,3,6,22,0,0.024,0,0,benign
0,13,1,1,10,0,0.018,0,0,benign
13,258,79,21,5,4,0.166,1,1,suspicious_data_access
11,178,19,21,22,1,0.245,1,1,reconnaissance
47,43,15,7,10,2,0.372,1,1,brute_force
11,256,120,35,5,3,0.45,1,1,suspicious_data_access
0,3,4,4,32,0,0.017,0,0,benign
0,12,2,3,35,0,0.002,0,0,benign
2,8,4,3,38,0,0.027,0,0,benign
55,61,9,7,9,1,0.58,1,0,brute_force
0,11,1,3,36,0,0.018,0,0,benign
0,12,6,3,30,0,0.04,0,0,benign
56,46,4,9,10,2,0.688,1,0,brute_force
46,59,8,7,5,2,0.75,1,0,brute_force
2,4,4,5,21,0,0.033,0,0,benign
9,93,25,11,19,2,0.168,1,1,reconnaissance
1,9,4,4,31,0,0.027,0,0,benign
13,158,34,20,13,1,0.222,1,1,reconnaissance
61,39,8,7,7,1,0.47,1,0,brute_force
0,18,1,2,34,0,0.009,0,0,benign
9,330,141,20,2,3,0.255,1,1,suspicious_data_access
1,4,2,3,33,0,0.007,0,0,benign
1,19,2,3,45,1,0.002,0,0,benign
16,414,99,23,8,2,0.431,1,1,suspicious_data_access
4,321,150,31,3,4,0.166,1,1,suspicious_data_access
6,159,23,14,13,1,0.145,1,1,reconnaissance
2,12,2,3,35,0,0.0,0,0,benign
1,17,4,7,47,0,0.005,0,0,benign
5,293,50,26,5,3,0.138,1,1,suspicious_data_access
9,331,140,37,5,3,0.346,1,1,suspicious_data_access
0,9,5,4,24,0,0.031,0,0,benign
2,11,1,3,16,0,0.045,0,0,benign
3,17,2,4,44,0,0.032,0,0,benign
47,66,12,8,5,1,0.368,0,0,brute_force
1,16,3,4,15,0,0.007,0,0,benign
4,238,105,18,4,3,0.187,1,1,suspicious_data_access
17,109,19,25,12,2,0.121,1,1,reconnaissance
1,7,2,6,35,0,0.013,0,0,benign
32,82,11,8,10,1,0.312,0,1,brute_force
5,287,63,25,4,2,0.156,1,1,suspicious_data_access
52,48,8,11,7,1,0.591,1,0,brute_force
58,90,11,8,6,1,0.565,0,0,brute_force
0,15,1,4,32,0,0.001,0,0,benign
0,9,1,3,33,0,0.001,0,0,benign
1,3,2,4,20,0,0.057,0,0,benign
40,47,8,6,9,1,0.632,1,1,brute_force
4,279,118,35,5,4,0.421,1,1,suspicious_data_access
0,15,1,6,29,0,0.006,0,0,benign
13,318,101,29,6,4,0.343,1,1,suspicious_data_access
9,128,8,15,18,2,0.159,1,1,reconnaissance
0,10,4,5,30,0,0.002,0,0,benign
6,355,91,25,6,3,0.157,1,1,suspicious_data_access
8,108,20,20,15,1,0.162,1,1,reconnaissance
1,4,2,3,10,0,0.004,0,0,benign
0,5,5,3,36,1,0.014,0,0,benign
11,134,12,18,10,1,0.25,1,1,reconnaissance
46,40,14,4,5,0,0.281,1,0,brute_force
13,200,121,26,2,3,0.29,1,1,suspicious_data_access
3,13,3,5,28,0,0.006,0,0,benign
0,15,1,3,39,1,0.06,0,0,benign
18,250,145,38,8,3,0.294,1,1,suspicious_data_access
12,148,17,23,9,1,0.18,0,1,reconnaissance
81,50,9,8,12,1,0.435,1,0,brute_force
0,14,2,3,24,0,0.024,0,0,benign
9,146,29,13,12,1,0.225,1,1,reconnaissance
1,10,2,3,31,1,0.028,0,0,benign
11,273,103,26,6,3,0.288,1,1,suspicious_data_access
0,3,1,5,44,0,0.019,0,0,benign
0,14,4,3,21,0,0.01,0,0,benign
0,7,2,4,16,0,0.06,0,0,benign
1,6,4,3,27,1,0.03,0,0,benign
54,67,11,7,3,1,0.491,0,0,brute_force
12,160,71,30,4,2,0.254,1,1,suspicious_data_access
4,307,121,30,3,2,0.328,1,1,suspicious_data_access
0,11,2,3,10,0,0.009,0,0,benign
15,118,21,10,10,2,0.165,1,1,reconnaissance
11,107,17,20,18,2,0.166,1,1,reconnaissance
1,11,2,5,34,0,0.029,0,0,benign
7,324,155,28,4,3,0.26,1,1,suspicious_data_access
15,110,34,25,11,2,0.124,0,1,reconnaissance
0,19,4,4,37,0,0.001,0,0,benign
10,72,10,26,11,1,0.133,1,1,reconnaissance
8,250,77,35,4,3,0.38,1,1,suspicious_data_access
1,15,2,2,13,0,0.012,0,0,benign
0,14,2,3,35,0,0.008,1,0,benign
59,60,15,7,13,0,0.306,1,1,brute_force
1,18,3,6,26,0,0.042,0,0,benign
13,296,78,26,6,2,0.331,1,1,suspicious_data_access
0,4,2,4,30,0,0.007,0,0,benign
0,4,3,3,22,0,0.006,0,0,benign
4,402,113,25,3,2,0.212,1,1,suspicious_data_access
0,14,1,1,37,1,0.043,0,0,benign
6,106,15,21,15,1,0.215,0,1,reconnaissance
0,5,2,2,13,0,0.013,0,0,benign
1,7,2,3,32,0,0.014,0,0,benign
7,66,18,18,19,1,0.227,1,1,reconnaissance
0,5,4,3,40,0,0.011,0,0,benign
8,132,20,21,7,2,0.263,1,1,reconnaissance
14,287,168,30,3,4,0.314,1,1,suspicious_data_access
0,10,3,3,13,0,0.02,1,0,benign
11,346,86,41,7,2,0.398,1,1,suspicious_data_access
0,11,3,3,28,0,0.018,0,0,benign
6,359,128,29,5,2,0.279,1,1,suspicious_data_access
1,12,2,3,28,0,0.014,0,0,benign
1,3,1,1,13,0,0.012,0,0,benign
1,8,3,3,32,0,0.004,0,0,benign
20,72,21,10,6,2,0.185,1,1,reconnaissance
2,3,2,5,52,0,0.008,0,0,benign
0,15,2,2,27,0,0.005,0,0,benign
22,56,14,8,11,0,0.336,1,1,brute_force
0,19,3,3,10,0,0.018,0,0,benign
77,82,11,8,9,1,0.464,1,0,brute_force
53,53,10,8,6,1,0.52,1,0,brute_force
7,315,98,26,7,2,0.401,1,1,suspicious_data_access
38,82,5,7,3,1,0.388,1,1,brute_force
18,60,23,14,6,1,0.17,0,1,reconnaissance
1,16,1,4,32,0,0.009,0,0,benign
13,277,50,33,3,3,0.249,1,1,suspicious_data_access
13,303,111,31,6,3,0.259,1,1,suspicious_data_access
2,9,1,2,35,0,0.006,0,0,benign
14,95,29,22,16,1,0.211,1,1,reconnaissance
0,16,1,5,36,0,0.008,0,0,benign
0,7,4,5,23,0,0.012,0,0,benign
3,166,12,16,19,1,0.099,1,1,reconnaissance
1,10,1,2,10,0,0.01,0,0,benign
0,17,3,1,36,0,0.017,0,0,benign
1,3,2,5,28,1,0.019,0,0,benign
10,255,119,36,2,4,0.264,1,1,suspicious_data_access
11,87,29,21,17,2,0.243,1,1,reconnaissance
9,110,8,16,13,2,0.149,1,1,reconnaissance
7,282,137,35,5,4,0.331,1,1,suspicious_data_access
8,210,76,21,2,4,0.285,0,1,suspicious_data_access
62,59,8,6,9,2,0.522,1,0,brute_force
7,129,15,16,8,2,0.237,1,1,reconnaissance
52,67,10,6,6,1,0.42,1,0,brute_force
0,21,1,4,49,0,0.021,0,0,benign
0,10,2,6,23,0,0.017,0,0,benign
0,18,1,2,21,0,0.002,0,0,benign
32,28,6,6,6,2,0.33,1,0,brute_force
1,17,2,3,14,0,0.009,0,0,benign
13,220,125,37,5,3,0.279,0,1,suspicious_data_access
12,274,90,24,2,2,0.19,1,1,suspicious_data_access
52,50,9,6,8,1,0.464,1,0,brute_force
0,10,1,4,13,1,0.013,0,0,benign
0,12,2,4,24,0,0.003,0,0,benign
6,90,18,13,20,1,0.27,0,1,reconnaissance
8,357,130,31,5,2,0.284,1,1,suspicious_data_access
24,54,11,10,8,1,0.471,0,0,brute_force
1,15,3,5,11,0,0.017,0,0,benign
9,168,16,22,10,2,0.218,1,1,reconnaissance
11,112,12,10,10,2,0.136,1,1,reconnaissance
53,76,5,6,12,1,0.556,0,0,brute_force
12,145,15,24,11,2,0.25,0,1,reconnaissance
0,9,1,3,17,0,0.047,0,0,benign
4,293,103,30,4,4,0.25,1,1,suspicious_data_access
61,47,11,5,10,1,0.421,1,1,brute_force
71,74,4,5,9,2,0.342,1,1,brute_force
0,7,3,2,37,0,0.006,0,0,benign
4,90,23,18,12,2,0.134,1,1,reconnaissance
9,304,131,24,2,3,0.334,1,1,suspicious_data_access
7,403,97,43,4,4,0.433,1,1,suspicious_data_access
1,14,1,1,12,0,0.025,0,0,benign
9,179,130,28,5,4,0.22,1,1,suspicious_data_access
0,11,3,5,30,1,0.013,0,0,benign
0,15,2,4,34,0,0.002,0,0,benign
15,67,28,21,11,1,0.134,0,1,reconnaissance
0,13,6,3,31,0,0.026,0,0,benign
0,7,2,2,39,0,0.001,0,0,benign
0,10,3,4,31,0,0.007,0,0,benign
2,8,5,3,29,0,0.01,0,0,benign
0,11,3,3,24,0,0.014,0,0,benign
3,78,20,18,21,1,0.128,1,1,reconnaissance
0,6,2,3,23,0,0.046,0,0,benign
0,25,6,5,58,0,0.0,0,0,benign
0,9,3,5,25,0,0.025,0,0,benign
2,3,1,3,11,0,0.007,0,0,benign
6,128,28,13,15,1,0.224,1,1,reconnaissance
0,4,3,6,13,0,0.06,0,0,benign
0,11,3,2,33,0,0.023,0,0,benign
15,257,111,20,6,3,0.319,1,1,suspicious_data_access
18,331,151,31,6,4,0.378,1,1,suspicious_data_access
14,142,39,23,14,1,0.214,1,1,reconnaissance
17,100,11,25,6,1,0.13,1,1,reconnaissance
0,14,3,3,21,0,0.008,0,0,benign
0,17,3,4,22,0,0.003,0,0,benign
0,21,3,5,33,0,0.023,0,0,benign
16,121,14,19,15,1,0.184,1,1,reconnaissance
0,7,4,3,18,0,0.008,0,0,benign
5,153,24,10,15,1,0.141,1,1,reconnaissance
1,15,1,4,30,0,0.017,0,0,benign
0,12,1,4,25,0,0.036,0,0,benign
0,12,1,5,45,0,0.007,0,0,benign
0,9,1,2,10,0,0.003,0,0,benign
2,20,6,5,32,0,0.016,0,0,benign
13,91,26,13,11,2,0.218,1,1,reconnaissance
0,22,3,3,22,0,0.009,0,0,benign
0,17,1,4,29,0,0.01,0,0,benign
12,118,13,13,20,1,0.228,1,1,reconnaissance
1,10,3,5,14,0,0.034,0,0,benign
0,18,5,3,22,0,0.003,0,0,benign
15,265,50,27,2,3,0.313,1,1,suspicious_data_access
0,13,1,4,29,0,0.027,0,0,benign
11,251,74,28,2,3,0.331,1,1,suspicious_data_access
13,109,13,20,17,2,0.191,0,1,reconnaissance
15,220,25,16,9,1,0.291,1,1,reconnaissance
0,12,1,3,36,0,0.014,0,0,benign
18,450,55,36,4,3,0.364,1,1,suspicious_data_access
0,20,3,5,20,0,0.008,0,0,benign
24,53,4,10,9,1,0.516,1,1,brute_force
12,96,13,20,20,1,0.181,1,1,reconnaissance
0,6,4,3,40,0,0.002,0,0,benign
0,5,3,3,13,0,0.011,0,0,benign
0,9,2,3,31,0,0.016,0,0,benign
12,81,22,24,16,2,0.183,1,1,reconnaissance
0,17,3,2,29,0,0.006,0,0,benign
5,88,23,18,15,2,0.191,1,1,reconnaissance
1,10,1,3,22,0,0.016,0,0,benign
0,21,2,3,23,0,0.006,1,0,benign
0,10,1,6,27,1,0.006,0,0,benign
13,100,8,20,10,1,0.111,0,1,reconnaissance
5,67,20,23,18,1,0.186,1,1,reconnaissance
7,151,16,14,5,1,0.185,0,1,reconnaissance
61,37,8,9,8,1,0.541,1,0,brute_force
15,213,120,28,7,3,0.148,1,1,suspicious_data_access
0,13,1,3,22,0,0.047,0,0,benign
0,4,2,4,21,0,0.003,0,0,benign
4,286,160,36,3,2,0.282,0,1,suspicious_data_access
1,5,2,1,17,1,0.022,0,0,benign
2,3,3,2,39,1,0.007,0,0,benign
0,17,1,4,45,1,0.002,0,0,benign
5,213,97,43,3,3,0.374,1,1,suspicious_data_access
0,16,3,4,17,0,0.02,0,0,benign
9,109,18,20,17,1,0.23,1,1,reconnaissance
47,53,8,6,9,1,0.598,1,1,brute_force
0,10,4,3,32,0,0.011,0,0,benign
15,121,8,10,16,2,0.151,0,1,reconnaissance
37,57,11,9,10,0,0.319,1,0,brute_force
0,3,3,5,27,0,0.023,0,0,benign
7,105,22,21,21,2,0.097,1,1,reconnaissance
0,11,2,1,32,1,0.036,0,0,benign
22,36,4,6,10,1,0.513,1,0,brute_force
0,12,1,6,45,0,0.008,0,0,benign
0,17,2,2,23,1,0.0,1,0,benign
0,18,4,3,42,0,0.005,1,0,benign
7,227,62,40,3,2,0.12,1,1,suspicious_data_access
0,7,3,3,10,0,0.045,0,0,benign
14,239,89,34,6,2,0.226,1,1,suspicious_data_access
0,9,2,3,28,0,0.011,0,0,benign
13,119,9,15,20,1,0.249,1,1,reconnaissance
13,160,92,36,4,4,0.223,1,1,suspicious_data_access
22,49,7,7,8,1,0.28,1,1,brute_force
0,3,2,3,43,0,0.005,0,0,benign
11,110,17,12,14,1,0.141,1,1,reconnaissance
68,44,9,7,7,1,0.524,1,0,brute_force
22,284,84,34,4,2,0.193,1,1,suspicious_data_access
4,117,12,21,17,1,0.085,0,1,reconnaissance
35,57,4,3,10,1,0.28,1,1,brute_force
0,16,2,4,23,0,0.002,0,0,benign
1,3,5,5,29,0,0.031,0,0,benign
0,16,1,6,15,0,0.006,0,0,benign
1,19,2,3,10,0,0.013,0,0,benign
0,13,2,7,26,0,0.007,0,0,benign
1,8,2,6,49,0,0.06,0,0,benign
6,236,102,21,8,2,0.434,1,1,suspicious_data_access
2,9,2,4,29,0,0.017,0,0,benign
13,248,76,26,3,4,0.299,1,1,suspicious_data_access
38,66,9,5,13,2,0.689,1,0,brute_force
12,188,94,31,9,2,0.305,1,1,suspicious_data_access
2,5,3,4,25,0,0.026,0,0,benign
0,14,3,1,23,0,0.009,0,0,benign
0,17,2,5,29,0,0.002,0,0,benign
9,101,15,18,19,2,0.203,0,1,reconnaissance
0,16,4,1,23,0,0.015,0,0,benign
0,15,1,1,29,0,0.003,0,0,benign
73,55,13,6,7,1,0.446,1,0,brute_force
0,10,3,5,32,0,0.009,0,0,benign
0,10,1,5,30,0,0.03,0,0,benign
2,14,3,5,15,0,0.006,0,0,benign
0,5,3,2,12,0,0.005,1,0,benign
12,128,30,19,11,1,0.184,1,1,reconnaissance
25,49,9,8,4,1,0.428,1,0,brute_force
0,7,3,4,10,0,0.002,0,0,benign
0,26,3,2,43,0,0.013,0,0,benign
0,13,3,3,24,0,0.001,0,0,benign
1,11,2,3,25,1,0.002,0,0,benign
1,18,1,6,34,0,0.015,0,0,benign
2,7,2,4,31,0,0.004,0,0,benign
0,7,3,2,32,0,0.004,0,0,benign
32,70,5,3,9,1,0.483,1,1,brute_force
14,107,15,14,13,1,0.159,1,1,reconnaissance
12,249,64,34,6,2,0.257,1,1,suspicious_data_access
0,15,4,4,40,1,0.019,0,0,benign
0,17,1,2,35,0,0.004,0,0,benign
6,132,25,15,14,1,0.226,1,1,reconnaissance
9,245,78,31,2,3,0.192,1,1,suspicious_data_access
0,7,3,4,12,0,0.025,0,0,benign
4,278,154,36,7,2,0.279,1,1,suspicious_data_access
45,76,6,3,5,1,0.518,1,0,brute_force
2,12,3,5,19,0,0.005,0,0,benign
0,18,5,6,12,0,0.04,0,0,benign
13,89,21,15,18,2,0.146,0,1,reconnaissance
3,9,3,3,18,0,0.047,0,0,benign
0,3,2,4,33,0,0.041,0,0,benign
7,281,88,19,4,3,0.354,1,1,suspicious_data_access
0,19,4,4,47,0,0.007,0,0,benign
0,7,1,4,27,0,0.005,0,0,benign
0,8,2,5,40,0,0.011,0,0,benign
4,289,99,19,5,4,0.26,1,1,suspicious_data_access
12,305,106,38,3,3,0.418,1,1,suspicious_data_access
9,114,13,18,18,1,0.196,1,1,reconnaissance
12,153,22,23,12,2,0.13,0,1,reconnaissance
42,48,13,6,11,1,0.45,0,1,brute_force
0,10,3,1,35,0,0.005,0,0,benign
49,69,13,3,7,0,0.368,1,0,brute_force
1,3,3,2,22,0,0.001,0,0,benign
